排名,代號,名稱,市場,產業,行動,分數,信心度,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,RSI14,距20EMA%,5日報酬%,淘汰原因
1,2027,大成鋼,TWSE,鋼鐵工業,等回測或確認,79.7,100,41.3,41,43.73,30.28,18.07,41.61,366.04,1.17,12.08,1.23,3.63,8,2082,3732,4404,35704,37590,2686,11852,10818,14443,20.52,10322,7324,-20710,-38508,10486,7417,-20320,52.71,1.36,0.98,20日趨勢尚未上彎；ETF加碼金額或跨基金共識不足
2,2357,華碩,TWSE,電腦及週邊設備業,等回測或確認,78.5,100,712,715,55.63,38.85,5.71,52.83,148.3,13.19,12.72,1.84,5.9,43,207,321,667,-273,-996,89,1128,11192,14413,35.22,929,11565,18555,6897,1300,10686,16987,48.29,-0.29,7.39,20日趨勢尚未上彎
3,1590,亞德客-KY,TWSE,電機機械,等回測或確認,76.4,100,1365,1350,44.88,30.08,33.2,17.79,280.31,13.35,29.88,5.37,2.13,16,-5,19,44,43,376,48,133,394,1093,80.86,197,446,1224,1431,133,355,1041,51.63,1.06,-1.09,當下除權息調整價未守20日EMA
4,2376,技嘉,TWSE,電腦及週邊設備業,等回測或確認,75.4,100,344,337,68.55,48.36,7.06,72.95,137.4,7.86,16.07,3.57,3.49,30,120,297,490,6013,12740,172,460,1908,-1032,21.2,216,1442,-7579,-17945,228,1452,-6919,54.09,1.9,5.2,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
5,9958,世紀鋼,TWSE,鋼鐵工業,等回測或確認,75.1,100,119,118.5,64.09,29.18,28.83,49.86,123.34,2.63,15.18,2.56,3.78,4,-2,10,26,220,221,28,233,-187,320,9.64,-108,-424,-325,-1889,40,-350,-24,57.36,2.47,1.28,外資持股5/10日下降，且外資5日賣超；ETF加碼金額或跨基金共識不足
6,2615,萬海,TWSE,航運業,等回測或確認,74.9,100,81.7,80.7,32.7,6.39,17.32,31.69,396.45,2.73,7.54,0.8,3.67,12,-37,-17,-7,802,833,0,5170,13875,19643,43.2,5267,19000,20696,7075,5104,13746,18612,54.39,2.12,6.1,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；20日趨勢尚未上彎
7,3702,大聯大,TWSE,電子通路業,等回測或確認,74.4,100,116.5,113.5,131.85,55.18,2.68,80.68,123.6,3.3,14.22,2.17,3.26,29,565,1214,1815,42670,52416,656,-6355,-7962,-13547,35.63,-6227,-8939,-53341,-64611,-6213,-8678,-53457,58.39,4.94,6.88,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超
8,6214,精誠,TWSE,資訊服務業,等回測或確認,73.6,100,141,140,76.9,37,4.94,47.39,168.59,2.64,14.78,2.02,4.26,7,-3,-3,-7,260,272,0,-37,2921,3877,13.48,-19,2167,3017,72,-31,2695,3385,56.51,2.98,6.02,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；20日趨勢尚未上彎
9,2618,長榮航,TWSE,航運業,等回測或確認,73.3,100,42.15,41.9,26.58,16.36,18.64,63.19,112.11,1.53,8,1.68,4.74,30,-1091,-5676,-5894,28656,39807,-1777,20780,194571,208321,26.4,20498,215103,194380,313535,24137,223296,199409,55.59,1.58,-0.59,20日累積後5日轉為調節；ETF 1/3日已轉為減碼
10,2637,慧洋-KY,TWSE,航運業,列入觀察,72.9,100,83.9,82.5,57.92,32.32,27.6,40.19,109.87,1.6,11.8,1.24,4.17,7,-14,9,11,-1436,-1622,0,367,9289,13706,24.71,261,7402,13409,14895,278,7258,12802,66.31,6.72,6.2,
11,9945,潤泰新,TWSE,其他,等回測或確認,72.9,100,26.4,26.85,29.57,40.43,17.71,41.18,181.95,0.99,7.42,0.66,4.17,5,0,0,0,-449,3518,0,2492,5392,-10308,6.75,1410,5302,-14746,-26437,2378,5280,-10002,54.79,1.23,2.52,20日趨勢尚未上彎
12,2395,研華,TWSE,電腦及週邊設備業,等回測或確認,71.9,100,533,530,73.39,32.18,18.29,40.64,165.38,3.85,41.35,9.33,2.09,26,7,195,212,513,1089,144,69,1182,3060,35.72,25,797,2218,3353,47,787,2453,59.88,4.71,7.35,2日內除權息，等待價格重置
13,6177,達麗,TWSE,建材營造,等回測或確認,71.4,100,46.9,48,1322.16,667.77,43.14,72.12,139.8,3.53,6.28,1.74,6.4,2,0,0,-15,1891,1891,0,473,1532,1759,6.64,-49,775,-684,-2399,467,1332,-328,56.64,2.23,3.42,20日累積後5日轉為調節；20日趨勢尚未上彎
14,3005,神基,TWSE,電腦及週邊設備業,列入觀察,70.9,100,115.5,113.5,28.59,7.54,13.51,48.07,174.1,1.74,14.17,3.08,5.88,15,205,397,641,-4377,-9209,47,-71,4398,11298,13.34,-346,4658,14629,11958,-27,3734,15347,66.63,7.59,7.94,
15,2006,東和鋼鐵,TWSE,鋼鐵工業,等回測或確認,70.7,100,71.8,72.4,9.01,-1.3,10.22,37.35,152.88,1.66,10.83,1.62,5.99,11,368,779,1267,1868,-28634,71,1587,4860,4392,24.25,1134,3547,2581,37737,1186,3586,2490,65.97,3.59,4.21,累計營收負成長且當月改善不足
16,3706,神達,TWSE,電腦及週邊設備業,等回測或確認,70.6,100,90.9,89.9,80.93,44.8,3.72,50.24,171.44,1.1,17.35,1.82,4.4,14,-32,-28,-28,28540,41227,0,964,-4558,3558,7.65,-29,-4204,-16752,-41985,77,-5514,-24658,55.46,2.34,3.3,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超
17,3413,京鼎,TWSE,半導體業,等回測或確認,70.1,100,348,382,39.75,17.7,13.07,42.48,150.31,4.28,18.48,2.42,3.16,3,0,0,0,0,10,0,541,145,4443,27.09,230,-360,2375,6282,409,78,2856,62.13,5.89,1.16,短線過熱或乖離過大
18,2408,南亞科,TWSE,半導體業,等回測或確認,69.9,100,481,439,621.34,643.12,61.34,19.89,561.77,8.41,43.06,7.73,0.28,32,1760,3252,4204,5419,74666,2111,12765,5529,-12261,13.51,8732,-382,-4806,-25917,4850,-11512,-13359,62.74,13.36,19.35,外資持股5/10日下降，且外資5日賣超；高波動且5日漲幅過大；強勢上漲後盤中急跌反轉
19,2105,正新,TWSE,橡膠工業,等回測或確認,69.8,100,32.85,33.55,15.01,4.92,9.93,41.86,262.14,0.57,20.28,1.25,5.48,14,1130,1594,2576,5262,5175,158,3376,15288,61156,8.52,3417,12690,46834,57835,3534,13405,56427,57.57,2.83,1.23,20日趨勢尚未上彎
20,2404,漢唐,TWSE,其他電子業,等回測或確認,69.8,100,1285,1250,50.9,76.24,19.57,82.86,114.62,16.31,23.88,16.87,3.11,23,-20,165,113,-1049,-2028,104,835,496,1191,37.6,858,1665,3128,135,929,1667,3207,52.93,1.92,1.98,20日趨勢尚未上彎；2日內除權息，等待價格重置
21,2382,廣達,TWSE,電腦及週邊設備業,等回測或確認,69.5,100,381,352,102.87,86.48,2.85,87.45,117.06,5.5,19.16,7.08,4.09,50,3230,9002,11945,24589,46387,228,-2778,-7307,-2760,19.26,-4520,-23513,-33388,-42253,-4618,-18246,-26395,58.54,2.21,2.14,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA；2日內除權息，等待價格重置
22,6505,台塑化,TWSE,油電燃氣業,等回測或確認,69.4,100,72.8,80,18.46,8.2,15.13,17.92,451.26,2.14,26.09,1.85,1.65,8,2039,3005,3059,2808,2071,2880,14609,41067,48404,6.78,12321,36434,44599,57064,12343,36321,44224,79.09,23.38,25.52,短線過熱或乖離過大；ETF加碼金額或跨基金共識不足
23,2330,台積電,TWSE,半導體業,等回測或確認,69.2,100,2440,2470,67.87,35.61,58.1,31.5,248.83,22.08,32.8,10.74,0.9,66,1092,4449,6315,12232,18105,401,-3568,-28037,-37712,69.52,-3642,-35642,-58498,-122508,-3427,-34792,-52341,54.84,0.99,0,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超
24,2610,華航,TWSE,航運業,等回測或確認,69.2,100,21.2,20.9,28.82,16.09,11.29,70.94,74.06,0.85,8.28,1.26,3.82,13,141,972,1207,45692,72991,0,6677,9109,-20324,15.15,25372,40007,-30190,136634,21951,39058,-32979,48.07,-2.05,-3.64,當下除權息調整價未守20日EMA；ETF加碼金額或跨基金共識不足
25,3022,威強電,TWSE,電腦及週邊設備業,等回測或確認,69.2,100,87.3,84.8,79.97,18.78,2.29,27.05,323.07,0.96,24.73,1.34,4.01,2,0,0,0,21,38,0,195,1785,2288,18.97,193,1742,2426,1189,200,1761,2189,56.67,2.15,-0.34,當下除權息調整價未守20日EMA
26,2845,遠東銀,TWSE,金融保險業,等回測或確認,68.7,100,13.45,13.55,20.15,17.21,,92.01,,0.25,15.28,0.92,4.68,7,-49,-48,2049,7707,94910,0,7861,17231,33890,9.12,3341,11325,22409,-29944,7887,14865,25930,65.39,2.72,1.89,ETF 1/3日已轉為減碼；ETF加碼金額或跨基金共識不足
27,2344,華邦電,TWSE,半導體業,等回測或確認,68.6,100,180.5,172,189.88,139.2,32.81,46.52,147.43,2.25,53.56,6.96,0.28,34,1348,4237,5271,2941,189542,335,15628,-11796,-93798,18.63,15847,3462,-5195,-254701,14946,-1099,-11706,51.42,0.01,3.74,三大法人5/10日同步賣超；當下除權息調整價未守20日EMA
28,5388,中磊,TWSE,通信網路業,列入觀察,68.5,100,89.4,86.6,70.83,58.09,2.94,69.5,131.55,1.01,22.35,1.71,2.8,2,0,0,0,-1199,-2286,0,5460,9540,11387,22.13,4922,8054,10244,8312,5043,8650,11137,64.15,6.95,7.19,
29,6669,緯穎,TWSE,電腦及週邊設備業,等回測或確認,68.4,100,5095,5115,29.79,41.71,6.31,67.6,153.41,75.95,17.08,6.76,3.23,41,2,33,78,1089,1000,72,162,403,1355,28.01,47,-595,-1749,-3836,46,-590,-1803,53.93,2.39,1.6,外資持股5/10日下降，且外資5日賣超
30,6531,愛普*,TWSE,半導體業,等回測或確認,68.3,100,943,909,59.48,94.68,28.01,22.86,396.63,4.15,95.83,13,0.74,20,45,91,121,174,867,114,683,1423,1220,29.52,465,1660,2941,-20,476,1747,2913,48.88,-1.1,5.36,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
31,8016,矽創,TWSE,半導體業,等回測或確認,68.3,100,302,295,26.61,28.95,11.53,34.06,215.56,4.6,18.97,3.1,3.81,12,-11,266,402,355,-225,44,-639,365,3624,43.46,-535,201,3695,8769,-623,220,3548,45.09,-6.09,-14.2,當下除權息調整價未守20日EMA
32,1907,永豐餘,TWSE,造紙工業,等回測或確認,68,100,29.2,28.4,12.66,4.44,-0.43,46.4,119.9,0.13,20.86,0.62,3.42,3,9,93,146,1360,1315,159,2518,2510,5764,12.48,1688,2105,4430,4517,2471,2331,4361,65.2,6.38,3,ETF加碼金額或跨基金共識不足
33,2059,川湖,TWSE,電子零組件業,等回測或確認,68,100,8500,8655,220.52,98.95,67.06,20.2,547.07,36.58,74.92,25.69,0.6,32,31,77,153,201,254,134,-45,-48,-162,24.11,-103,-271,-536,-107,-108,-290,-526,69.96,12.34,2.91,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；短線過熱或乖離過大
34,1795,美時,TWSE,生技醫療業,等回測或確認,67.9,100,202.5,198,225.46,84.17,22.66,77.65,159.47,2.18,13.81,2.21,1.33,2,1,12,25,55,-12,25,180,-2163,-618,52.02,426,-963,-70,-990,164,-1879,-651,53.79,2.1,-2.17,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA；ETF加碼金額或跨基金共識不足
35,6139,亞翔,TWSE,其他電子業,等回測或確認,67.9,100,895,868,49.7,69.88,17.21,65.29,145.77,9.45,24.84,9.63,2.57,20,-7,35,321,2863,4303,38,3,-2834,-4552,27.95,-57,-3116,-7235,-8403,-42,-3144,-7335,55.14,3.13,1.36,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超
36,2441,超豐,TWSE,半導體業,等回測或確認,67.6,100,136.5,139,33.15,21.76,19.56,13.88,325.2,1.4,29.23,3.08,2.2,6,-38,690,1027,2421,-13594,0,1215,-1389,4268,11.92,1058,-2037,1174,14696,996,-2220,1933,52.56,0.91,2.25,ETF加碼金額或跨基金共識不足
37,2211,長榮鋼,TWSE,鋼鐵工業,等回測或確認,67.4,100,95.5,95.2,47.25,2.08,18.62,20.87,278.83,1.07,11.67,1.46,6.81,4,-5,-5,-6,1,222,0,35,-462,-437,3.37,-68,-203,-659,-1572,37,-499,-577,53.51,0.56,0.42,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超
38,6446,藥華藥,TWSE,生技醫療業,等回測或確認,67.4,100,1320,1260,94.88,74.59,40.75,14.06,652.75,5.79,82.76,14.25,0.2,16,-5,26,284,444,900,154,-369,-1555,-1594,25.17,-210,-1411,-1786,2126,-384,-1561,-1996,58.71,5.85,-11.71,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超
39,7769,鴻勁,TWSE,半導體業,等回測或確認,67.3,100,6720,6695,106.54,91.6,49.98,22.17,439.84,25.7,83.85,19.28,0.97,28,14,77,92,166,82,42,-1,148,16,19.4,-54,-167,-613,-460,-57,-158,-597,50.07,0.18,8.74,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
40,6691,洋基工程,TWSE,其他電子業,等回測或確認,67.1,100,753,754,115.19,84.29,15.74,73.14,132.4,7.19,27.9,15.25,2.92,9,-4,-1,190,2526,3757,0,232,-529,-979,14.48,194,-769,-3513,-4029,213,-763,-3572,56.61,3.49,3.43,ETF 1/3日已轉為減碼；三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；ETF加碼金額或跨基金共識不足
41,2851,中再保,TWSE,金融保險業,等回測或確認,66.6,92,38.5,36.9,,,,60.25,,2.3,7.43,1.31,5.71,2,-9,272,523,1258,1261,0,569,888,2843,9.13,631,600,1827,848,605,473,1740,56.42,2.15,0,當下除權息調整價未守20日EMA
42,2476,鉅祥,TWSE,電子零組件業,等回測或確認,66.4,100,129.5,131.5,53.76,36.92,17.83,22.15,420.68,1.14,29.63,3.04,2.32,1,0,0,0,0,0,0,698,-283,-83,9.82,566,-352,-537,-3471,598,-988,-1634,53,1.35,-1.15,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超
43,2324,仁寶,TWSE,電腦及週邊設備業,等回測或確認,66.1,100,36.15,35.95,58.38,15.82,1.31,67.75,130.7,0.45,27.18,1.2,3.04,11,1536,2223,3397,-34548,-65879,0,3329,16844,10921,34.75,4050,13737,38259,-32930,2430,14163,46275,51.21,0.48,2.41,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
44,2884,玉山金,TWSE,金融保險業,等回測或確認,65.9,100,34.45,34.9,25.3,24.84,,93.91,,0.62,15.66,1.96,4.06,28,4010,8429,12069,19533,137415,0,3466,42929,99035,30.99,4102,37785,85921,-39692,5675,34772,84214,53.29,0.38,-0.14,外資持股趨勢資料不足或期間有非市場異動
45,4958,臻鼎-KY,TWSE,電子零組件業,等回測或確認,65.5,100,618,578,32.83,13.89,6.15,41.45,158.83,1.33,87.17,5.26,0.55,43,101,1118,1063,334,20656,993,-8933,20964,6981,59.9,-9918,11658,6215,-32467,-9539,13701,4408,57.11,4.78,12.77,當下除權息調整價未守20日EMA；高波動且5日漲幅過大；強勢上漲後盤中急跌反轉
46,2646,星宇航空,TWSE,航運業,列入觀察,65.2,100,21.3,21.55,40.81,30,9.87,78.34,92.65,0.3,236.67,2.01,,3,9,104,225,1766,1771,225,1794,2992,8655,3.05,1434,2038,4961,4608,1817,2837,6984,55.37,0.8,0,
47,2313,華通,TWSE,電子零組件業,等回測或確認,65,100,248,235.5,20.96,13.2,9.92,49.86,156.65,1.26,43.74,6.31,1.13,17,-78,142,704,703,568,568,21798,28094,8366,19.06,19549,14748,-207,-17909,18822,13518,-3544,53.06,4.78,13.76,20日趨勢尚未上彎；當下除權息調整價未守20日EMA；強勢上漲後盤中急跌反轉
48,5871,中租-KY,TWSE,其他,等回測或確認,65,100,119,120.5,-0.82,-2,30.94,79.13,112.36,3.26,11.14,1.16,5.04,27,773,1017,1402,-3566,-1739,119,2387,3891,-2377,43.59,1987,2921,5205,-778,1498,1556,98,57.23,2.59,4.39,累計營收負成長且當月改善不足；20日趨勢尚未上彎
49,2855,統一證,TWSE,金融保險業,等回測或確認,64.9,100,46.9,46.35,199.02,334.18,,84.35,116.12,1.43,10.49,1.8,4.5,11,-23,846,1562,4100,4685,142,-781,-6199,503,7.77,-240,-5361,-270,-11493,-752,-7745,-3542,41.3,-5.6,-8.22,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
50,3167,大量,TWSE,電機機械,等回測或確認,64.9,100,892,851,139.66,127.28,21.03,65.6,141.97,3.19,86.94,22.06,0.44,8,20,85,125,112,107,108,225,-258,745,9.46,-79,-708,-205,240,-333,-997,-436,56.92,7.13,6.95,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎
51,5434,崇越,TWSE,電子通路業,等回測或確認,64.8,100,556,596,32.86,20.2,7.72,55.57,130.51,6.86,23.59,5.6,2.41,22,113,569,611,4369,5544,109,65,245,77,29.72,-823,-2419,-6387,-4437,-106,-1641,-5531,64.81,7.61,7.75,外資持股5/10日下降，且外資5日賣超；短線過熱或乖離過大；2日內除權息，等待價格重置
52,1513,中興電,TWSE,電機機械,等回測或確認,64.7,100,171,167,8.31,3.48,18.54,55.13,111.04,1.94,20.78,3.92,3.51,13,127,105,213,831,23503,24,1730,1912,2712,9.91,1658,3281,3886,-13718,743,1037,1021,49.02,-0.8,-2.29,當下除權息調整價未守20日EMA
53,2207,和泰車,TWSE,汽車工業,列入觀察,64.7,100,480,493,48.36,13.06,,77.85,100.73,7.95,14.06,3.38,4.17,16,-3,23,98,233,-6487,0,86,351,552,22.06,46,459,207,7738,94,237,298,52.49,0.9,1.91,
54,2031,新光鋼,TWSE,鋼鐵工業,等回測或確認,64.6,100,40.25,40.45,7.82,-2.42,9.32,60.87,148.59,0.22,8.81,1.23,6.21,2,0,80,176,455,409,0,799,1994,2598,8.02,737,1753,2252,1177,792,1803,2125,57.65,2.87,4.68,累計營收負成長且當月改善不足；20日趨勢尚未上彎
55,6257,矽格,TWSE,半導體業,列入觀察,64.6,100,237.5,238,21,18.08,22.37,44.09,185.48,2.1,35.5,5.26,1.79,16,18,483,710,398,-331,164,1351,-3930,3677,31.35,1451,-4153,3173,12342,1546,-4148,3171,51.79,0.39,-1.86,
56,2363,矽統,TWSE,半導體業,等回測或確認,64.4,100,65,63,74.8,99.91,7.2,9.18,298.04,0.17,38.24,1.64,0.92,2,0,10,30,30,185,0,-183,-3900,-89,7.82,-288,-2995,-529,-4703,-341,-3713,423,49.03,-1.67,-1.07,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
57,6197,佳必琪,TWSE,電子零組件業,等回測或確認,64.4,100,334.5,325.5,45.21,25.04,22.63,46.8,214.11,3.21,32.63,8.95,2.07,1,0,5,10,8,10,10,-461,-1511,-1021,5.8,-475,-621,-256,-1465,-458,-1471,-969,48.15,-3.29,-7.08,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
58,6533,晶心科,TWSE,半導體業,列入觀察,64.3,100,227,228,247.04,62.07,-62.19,28.8,595.6,-3.28,,2.64,,1,0,0,0,5,20,0,-40,-35,9,10.99,-31,4,93,94,-38,-56,-15,63.05,10.1,18.23,
59,2887,台新新光金,TWSE,金融保險業,列入觀察,64,100,36.15,36.15,329.5,334.28,,93.39,,0.82,17.72,1.59,3.04,30,13681,37208,63896,82917,107076,0,1481,44687,113427,23.61,1735,5825,55188,144992,-7175,-15996,37730,73.14,7.96,3.58,
60,2377,微星,TWSE,電腦及週邊設備業,等回測或確認,63.8,100,148.5,145,-9.23,-7.56,6.89,53.89,187.47,4.04,15.52,2.28,2.83,19,298,448,704,22939,46520,95,1484,20408,30374,14.79,-2845,14916,6707,5724,-337,17481,6950,62.17,5.25,8.39,累計營收負成長且當月改善不足
61,3617,碩天,TWSE,其他電子業,等回測或確認,63.8,100,225,213.5,25.6,8.89,16.26,37.35,279.17,4.13,15.93,2.32,4.42,3,0,0,0,13,23,0,-123,-339,-149,8.31,-120,-404,-341,-700,-100,-396,-261,54.87,1.7,3.93,三大法人5/10日同步賣超；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
62,5876,上海商銀,TWSE,金融保險業,等回測或確認,63.8,100,44.6,44.95,-4.39,-1.56,,88.71,,1.05,14.16,1.04,4.04,20,3958,6222,8094,15752,78977,1050,2231,27229,26388,52.74,277,20797,4219,-60000,-137,18995,9566,69.55,4.49,5.19,累計營收負成長且當月改善不足
63,5269,祥碩,TWSE,半導體業,等回測或確認,63.7,100,1515,1515,-22.41,5.4,23.09,10.61,299.01,24.85,18.59,3.04,3,16,0,232,247,1589,2312,0,0,636,1680,7.8,-189,-36,-164,351,0,441,167,55.8,2.22,1,ETF加碼，但外資持股5/10日同步下降
64,4961,天鈺,TWSE,半導體業,等回測或確認,63.6,100,167.5,168,24.76,1.53,6.54,14.25,647.07,1.86,20.08,1.14,4.61,5,-1,322,392,809,960,0,-99,-217,1500,20.4,-233,163,1551,1100,-98,-609,638,46.8,-1.77,-4.29,當下除權息調整價未守20日EMA
65,1560,中砂,TWSE,電機機械,等回測或確認,63.4,100,742,728,16.39,23.02,19.38,38.56,179.04,2.94,73.18,13.42,0.67,6,0,6,13,161,296,8,616,40,-283,39.57,841,315,-122,1703,845,304,-139,56.08,4,6,2日內除權息，等待價格重置
66,6491,晶碩,TWSE,生技醫療業,等回測或確認,63.3,100,365,359.5,33.94,24.22,28.79,32.01,148.43,6.06,17.55,2.52,2.74,1,-1,-1,-1,0,0,0,-76,489,3180,19.27,-74,397,3062,4726,-80,510,3080,63.83,4.24,-3.44,ETF 1/3日已轉為減碼
67,2458,義隆,TWSE,半導體業,等回測或確認,63,100,178.5,175.5,7.13,4.54,24.15,41.37,173.47,2.46,19.66,5.28,3.96,18,-81,566,946,8951,10491,43,-881,-868,4574,22.35,-907,-4281,-5549,-2118,-863,-2624,-5203,54.11,1.08,-5.05,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
68,6579,研揚,TWSE,電腦及週邊設備業,等回測或確認,62.8,100,161.5,159.5,47.1,28.75,8.7,22.94,253.99,3.81,29.63,2.62,2.32,1,0,0,0,0,0,0,169,150,1367,4.2,193,187,1367,1276,168,162,1327,50.24,-0.68,-9.78,當下除權息調整價未守20日EMA
69,2301,光寶科,TWSE,電腦及週邊設備業,列入觀察,62.7,100,216,218,36.98,25.08,9.44,58.11,141.92,1.66,31.76,5.56,2.31,25,460,304,862,-2574,-26013,0,2307,1159,11955,41.24,2424,1455,11591,33314,2693,1170,15157,50.05,-0.36,1.41,
70,2351,順德,TWSE,半導體業,等回測或確認,62.4,100,200.5,191.5,51.72,24.21,9.69,43.39,218.26,1.22,88.72,5.04,0.55,3,0,806,804,772,761,806,369,1116,6898,17.45,376,-120,5813,1949,360,469,6465,50.12,-1.2,-6.09,當下除權息調整價未守20日EMA
71,2801,彰銀,TWSE,金融保險業,等回測或確認,62.3,100,23.75,23.95,9.51,14.62,,93.51,,0.44,14.84,1.24,4.42,16,-146,-172,-234,89380,130966,0,1480,2962,3954,17.63,1009,4313,-76847,-64139,2108,3565,-84751,62.48,1.96,1.06,20日累積後5日轉為調節；ETF 1/3日已轉為減碼
72,3596,智易,TWSE,通信網路業,等回測或確認,62.3,100,191,189,3.96,1.92,6.43,70.73,123.01,3.12,15.1,2.68,4.71,5,1,12,25,912,5570,25,104,232,378,33.86,70,282,-540,-90,90,239,-529,50.49,-0.2,-1.29,當下除權息調整價未守20日EMA
73,5471,松翰,TWSE,半導體業,等回測或確認,62.3,100,63.1,60.1,47.67,28.64,9.07,14,616.33,0.48,65.05,2.98,1.27,1,0,0,0,0,0,0,-1085,1250,507,11.7,-1089,358,-854,-2520,-1071,1211,441,56.17,3.04,3.27,當下除權息調整價未守20日EMA
74,1402,遠東新,TWSE,紡織纖維,等回測或確認,62.1,100,27.55,27.8,12.06,5.35,7.99,52.4,105.62,0.61,17.11,0.63,4.54,15,1978,7899,16291,26927,137763,607,23119,14798,13687,13.73,11387,-7437,-15178,-75249,17116,-680,-13243,48.29,-1,-2.82,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
75,2383,台光電,TWSE,電子零組件業,等回測或確認,62.1,100,5080,4990,120.69,81.82,21.56,63.41,132.76,14.9,110.2,37.97,0.49,49,86,198,430,856,975,353,-10,344,-642,43.84,-74,-58,-1536,1333,-55,-41,-1482,46.64,-4,-2.68,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
76,2539,櫻花建,TWSE,建材營造,列入觀察,61.7,100,40.1,41.2,79.55,22.59,40.49,41.67,297.64,0.68,14.17,2.56,6.98,4,0,0,0,-592,-699,0,228,660,1747,2.01,262,878,2043,2337,230,655,2330,54.92,1.82,0.75,
77,2892,第一金,TWSE,金融保險業,等回測或確認,61.7,100,33.1,33.95,9.73,22.32,,94.22,,0.57,16.97,1.6,3.93,23,864,2251,2863,142293,341374,0,17895,45654,87445,25.25,18118,43108,-54394,-126142,18333,43887,-52103,58.99,1.54,-0.6,外資持股趨勢資料不足或期間有非市場異動
78,9939,宏全,TWSE,其他,等回測或確認,61.7,100,125,125.5,12.13,3.43,13.21,59.36,103.23,2.25,13.86,1.95,4.96,7,1,13,25,275,514,27,182,1686,3732,13.92,184,1929,2809,-976,84,1561,3022,48.42,-0.49,0.4,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
79,1723,中碳,TWSE,化學工業,等回測或確認,61.6,100,85.6,89.7,32.12,6.31,14.18,30.11,200.59,0.77,34.52,2.47,2.16,1,0,0,0,-13,-39,0,277,1146,1148,8.56,304,995,639,-351,281,1140,1234,55.47,1.26,3.01,20日趨勢尚未上彎
80,2478,大毅,TWSE,電子零組件業,等回測或確認,61.6,100,173,158,35.76,15.27,13.1,29.06,276.11,1.14,46.63,3.4,1.16,2,0,17,33,248,248,33,-1331,3710,840,19.74,-1337,3680,716,6589,-1354,3707,706,45.35,-9.19,-10.59,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
81,3711,日月光投控,TWSE,半導體業,等回測或確認,61.5,100,683,682,32.86,22.02,10.1,60.19,114.67,3.24,63.42,8.55,0.96,56,109,118,3547,7022,-35816,3427,5723,701,-15724,77.5,4052,-9093,-28378,27249,4273,-7340,-29918,57.23,5.14,4.92,外資持股趨勢資料不足或期間有非市場異動
82,4536,拓凱,TWSE,運動休閒,等回測或確認,61.4,100,171,163.5,10.04,-0.91,17.11,33.18,279.74,3.61,12.74,1.7,4.68,2,-1,0,0,-1,-4,0,288,702,892,12.64,-135,-81,110,447,-130,-67,122,59.27,1.53,-1.44,2日內除權息，等待價格重置
83,2886,兆豐金,TWSE,金融保險業,等回測或確認,61.3,100,46,46.6,1.53,19.42,,91.97,,0.63,18.7,1.7,3.8,30,4893,9415,13453,124050,330886,1188,-2120,31091,70729,19.29,5,7011,-92925,-294708,-2317,8932,-85460,58.05,0.77,-1.71,外資持股趨勢資料不足或期間有非市場異動
