排名,代號,名稱,市場,產業,行動,分數,信心度,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,距20EMA%,5日報酬%,淘汰原因
70,5534,長虹,TWSE,建材營造,等回測或確認,62.5,100,81.7,81.8,124.21,34.2,8.61,52.34,200.43,0.19,16.67,1.14,6.73,1,0,0,0,0,0,0,453,860,1298,385,0,0,0,-250,0,0,0,21,-249,9.55,170,489,963,-62,434,839,1547,921,61.23,2.61,3.16,20日趨勢尚未上彎
71,4958,臻鼎-KY,TWSE,電子零組件業,等回測或確認,62.4,100,578,521,32.83,13.89,6.15,41.45,158.83,1.33,81.52,4.92,0.59,43,64,569,1462,42,20163,1211,-8125,12266,4273,-32556,-29,6879,2540,17526,4,1,3976062000,87,-164,59.22,-7259,3375,4042,-46049,-7954,5300,1896,-49760,50.39,-1.83,2.3,當下除權息調整價未守20日EMA
72,2458,義隆,TWSE,半導體業,等回測或確認,62.3,100,175.5,167.75,7.13,4.54,24.15,41.37,173.47,2.46,19.33,5.2,4.03,18,121,409,926,7730,10485,28,551,1839,6005,9714,295,2148,8954,11708,4,1,376974000,-83,-143,22.4,135,-991,-3277,-2837,264,-227,-2806,-2115,51.66,-0.56,-5.65,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
73,2324,仁寶,TWSE,電腦及週邊設備業,等回測或確認,62.2,100,35.95,35.73,58.38,15.82,1.31,67.75,130.7,0.45,27.03,1.2,3.06,11,-1996,-52,518,-27860,-67884,0,-2394,10273,21100,-85553,-2132,-1847,-32656,-73086,4,1,-66399650,2597,4040,34.77,500,13287,42116,-26038,-356,9523,49716,-16940,50.31,-0.07,1.27,ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
74,3711,日月光投控,TWSE,半導體業,等回測或確認,62.2,100,682,614.5,32.86,22.02,10.1,60.19,114.67,3.24,63.32,8.54,0.96,56,51,889,3320,7037,-32571,4167,671,5286,-17994,-766,1277,7466,13062,-26126,5,0,5091812000,1574,1814,77.48,-1177,-2489,-32236,22111,-1017,-3755,-32872,22626,56.98,4.49,9.12,外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA
75,5434,崇越,TWSE,電子通路業,等回測或確認,62.1,100,596,581,32.86,20.2,7.72,55.57,130.51,6.86,25.29,6.01,2.25,22,-73,495,517,3544,5567,95,1064,1448,1441,3355,210,2007,5036,7045,5,0,1196172000,88,70,30.13,798,-1320,-4241,-3928,831,-648,-3666,-3753,71.61,13.69,17.09,外資持股5/10日下降，且外資5日賣超
76,2383,台光電,TWSE,電子零組件業,等回測或確認,61.7,100,4990,4572.5,120.69,81.82,21.56,63.41,132.76,14.9,108.24,37.29,0.5,49,23,199,385,1022,1036,258,-17,-115,-597,1056,10,282,866,343,5,0,1407180000,67,161,43.81,-80,-501,-1663,604,-83,-464,-1626,539,44.95,-5.19,-6.11,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
77,3029,零壹,TWSE,資訊服務業,等回測或確認,61.7,100,104.5,104.25,13.58,9.41,5.61,57.92,157.45,1.77,15.37,3.44,5.26,3,0,1,0,-6,-128,0,327,1585,3388,3041,0,-1,-6,-128,1,1,-104500,4,-7,4.9,-214,301,1726,1718,323,1580,3399,3905,58.18,2.41,0.97,20日趨勢尚未上彎
78,5471,松翰,TWSE,半導體業,等回測或確認,61.6,100,60.1,56.6,47.67,28.64,9.07,14,616.33,0.48,61.96,2.84,1.33,1,0,0,0,0,0,0,-81,477,1290,1765,0,0,0,0,0,0,0,48,96,12.02,539,214,825,747,-98,427,1191,1659,50.42,-1.68,-4.45,當下除權息調整價未守20日EMA
79,2890,永豐金,TWSE,金融保險業,等回測或確認,61.5,100,39.85,39.88,50.94,55.23,,92.98,,0.76,19.07,2.18,3.26,29,-6724,-1255,560,40140,296975,1149,685,12059,69444,228069,-6780,-6338,25716,277909,2,3,-252569300,8714,13562,29.26,1807,12859,13181,-69720,4165,9682,30165,-65706,60.8,2.03,-4.89,ETF 1/3日已轉為減碼；投信20日買超後近5日轉賣
80,2382,廣達,TWSE,電腦及週邊設備業,等回測或確認,61.4,100,352,334.5,102.87,86.48,2.85,87.45,117.06,5.5,17.7,6.54,4.43,50,-1477,5365,8979,20589,42825,127,-6184,-11227,-13614,-616,-1660,7741,17896,38308,4,1,2724832000,-6330,-5239,19.31,1779,-18175,-33644,-39647,2237,-12639,-26270,-33646,40.66,-5.07,-6.63,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
81,2886,兆豐金,TWSE,金融保險業,列入觀察,61.4,100,46.6,47.43,1.53,19.42,,91.97,,0.63,18.94,1.72,3.76,30,-3295,4615,7545,56532,326890,1188,6578,24620,69779,106160,-4119,6957,73425,380504,3,2,324196200,8977,16396,19.35,8415,7100,-30373,-291446,8552,8685,-20047,-295249,62.05,1.88,-0.43,
82,4536,拓凱,TWSE,運動休閒,等回測或確認,61.3,100,163.5,166,10.04,-0.91,17.11,33.18,279.74,3.61,12.18,1.62,4.89,2,1,1,1,1,-3,0,-677,45,137,718,1,121,121,117,3,0,19783500,2,1,12.59,-49,-111,-14,390,-30,-78,16,536,43.19,-2.65,-5.49,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
83,9939,宏全,TWSE,其他,等回測或確認,61,100,125.5,124.5,12.13,3.43,13.21,59.36,103.23,2.25,13.91,1.95,4.94,7,0,11,16,278,516,18,0,1773,4803,-208,0,15,278,517,4,0,1882500,109,-24,13.92,-7,1745,4468,-602,0,1650,4548,-761,49.24,-0.09,1.21,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
84,3003,健和興,TWSE,電子零組件業,等回測或確認,60.9,100,66,61.2,36.15,31.5,8.87,21.85,464.19,0.47,65.35,1.6,1.52,1,0,0,0,0,0,0,381,-76,430,462,0,0,0,0,0,0,0,63,24,4.89,356,-109,425,579,359,-139,407,438,53.4,1.25,-0.9,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
85,4967,十銓,TWSE,半導體業,列入觀察,60.8,72,225.5,212.75,35,67.74,32.12,67.6,163.3,27,5.77,2.7,4.43,1,0,0,220,790,840,0,54,574,600,-3081,0,220,790,840,2,0,49610000,-135,-480,6.02,56,286,165,-1570,51,489,290,-3050,,,,
86,3596,智易,TWSE,通信網路業,等回測或確認,60.7,100,189,186,3.96,1.92,6.43,70.73,123.01,3.12,14.94,2.65,4.76,5,0,10,17,88,5238,17,-106,77,60,4566,0,17,88,5237,4,0,3213000,13,8,33.75,-229,-82,-140,-444,-99,45,-39,-73,48.68,-1.12,-3.32,ETF加碼，但外資持股5/10日同步下降；當下除權息調整價未守20日EMA
87,8926,台汽電,TWSE,油電燃氣業,等回測或確認,60.2,100,67,65.75,1719.48,712.57,8.45,63.98,169.34,2.11,16.42,2.81,3.16,6,0,203,198,173,11557,0,-230,-8512,-8856,-17152,-2,190,168,11599,1,4,12730000,109,100,8.68,87,-7674,-12416,-28059,-236,-8812,-9126,-28773,40.11,-8.23,-13.77,外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
88,2486,一詮,TWSE,光電業,等回測或確認,60,100,261.5,237.25,35.04,24.86,6.99,61.39,190.92,0.29,512.75,11.6,0.19,2,169,169,169,-23,-134,169,1409,5208,4930,1612,169,169,-23,-1550,1,0,44193500,637,523,13.21,877,4403,5522,2068,970,4401,4429,3065,54.03,4.37,8.28,當下除權息調整價未守20日EMA
89,2850,新產,TWSE,金融保險業,等回測或確認,59.9,100,147.5,146.75,3.28,14.4,,62.41,,3.99,10.53,2.13,4.93,4,0,1,1,1,-790,0,99,307,516,936,-1,-1,-2,-791,1,2,-147500,21,-3,11,76,285,531,1851,96,287,521,1870,57.86,2.14,1.03,20日趨勢尚未上彎
90,2542,興富發,TWSE,建材營造,等回測或確認,59.7,100,43.35,43.35,16.47,461.12,24.17,75.42,144.92,1.15,13.34,1.66,9.23,9,370,2495,3309,7166,17615,0,473,129,15177,10431,370,2867,6759,17132,5,0,124284450,121,256,8.63,1564,1652,14500,-1700,-67,-2858,8162,-6310,50.98,-0.26,-0.34,外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
91,4764,雙鍵,TWSE,化學工業,等回測或確認,59.7,100,328.5,296,22.36,26.34,14.65,51.67,136.61,1.03,174.73,11.6,0.3,1,0,0,53,53,53,53,-202,777,748,2335,0,960,1843,1943,2,0,315360000,27,3,27.14,-213,-350,-1053,471,-158,-208,-1096,427,55.76,5.6,3.96,外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA；估值高且成長不足以支撐
92,8046,南電,TWSE,電子零組件業,等回測或確認,59.1,100,1275,1157.5,50.03,37.2,12.1,24.86,317.54,2.03,270.13,17.64,0.16,30,29,1443,2183,2908,6322,2241,-1912,-1085,-3995,20234,102,10895,14382,21232,5,0,13891125000,-193,-510,13.69,-1928,-11472,-17480,-1485,-2083,-11786,-17866,-1673,61.41,12.47,15.38,外資持股5/10日下降，且外資5日賣超；高波動且5日漲幅過大；強勢上漲後盤中急跌反轉
93,2351,順德,TWSE,半導體業,等回測或確認,59,100,191.5,172.5,51.72,24.21,9.69,43.39,218.26,1.22,84.73,4.81,0.57,3,-6,0,798,794,755,806,-455,1376,6758,4211,-6,800,674,2862,2,2,153200000,-106,-532,17.2,-453,456,5818,1061,-355,681,6615,1704,46.78,-5.13,-5.9,當下除權息調整價未守20日EMA
94,3008,大立光,TWSE,光電業,等回測或確認,58.4,100,4260,4080,-10.46,11.26,37.39,17.56,402.4,46.63,26.59,3.02,1.88,34,67,180,186,-413,-850,112,273,-1350,-2423,-3841,221,627,35,286,4,1,2671020000,136,101,30.39,-38,-1892,-2564,-4005,1,-2113,-2560,-4377,51.47,0.49,7.85,外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
95,8028,昇陽半導體,TWSE,半導體業,等回測或確認,58.4,100,350,315,33.62,28.4,25.5,57.58,129.28,1.61,77.43,11.56,0.77,4,0,0,0,177,28,0,4074,4126,6735,5506,-59,-30,-653,-244,1,2,-10500000,54,-84,27.36,4114,4272,7971,7483,4186,4103,7473,6538,62.22,11.58,14.57,高波動且5日漲幅過大；強勢上漲後盤中急跌反轉
96,2883,凱基金,TWSE,金融保險業,等回測或確認,58.3,100,30.55,30.03,-23.3,241.65,,91.24,,0.69,17.16,1.53,3.27,26,361,8888,11250,8856,11284,-969,14030,38065,132279,189864,-639,-7169,-19197,-24281,2,3,-219012950,6953,14090,25.83,14114,39449,139826,159289,13739,38278,137385,203120,62.86,4.54,-0.49,主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超
97,3704,合勤控,TWSE,通信網路業,等回測或確認,58.1,100,46.65,46.3,47.87,13.91,1.83,49.3,172.53,0.29,40.57,1.61,0.86,1,0,0,0,0,0,0,-1095,4316,5337,4941,0,0,0,0,0,0,0,63,64,14.64,-1144,4184,5065,4928,-1058,4252,5271,5093,50.79,-0.11,2.87,當下除權息調整價未守20日EMA
98,8150,南茂,TWSE,半導體業,等回測或確認,58.1,100,122.5,110.75,37.23,27.07,7.49,45.11,243.73,0.72,103.81,3.49,1,9,1,-6,-6,631,-10944,0,27977,23757,19638,49227,-207,3211,9692,9324,1,4,393347500,2195,1190,45.04,27476,18748,10458,38914,28683,18352,8757,38485,60.97,14.3,15.02,外資持股趨勢資料不足或期間有非市場異動；高波動且5日漲幅過大；強勢上漲後盤中急跌反轉
99,2377,微星,TWSE,電腦及週邊設備業,等回測或確認,58,100,145,141.75,-9.23,-7.56,6.89,53.89,187.47,4.04,15.15,2.23,2.9,19,-1134,-740,-619,10823,44839,68,-1811,10495,26069,52059,-1166,-1098,9864,43800,3,2,-159210000,2445,2186,14.68,-938,5858,12348,7434,-672,9147,14018,8101,57.28,2.5,2.11,累計營收負成長且當月改善不足；20日累積後5日轉為調節；ETF 1/3日已轉為減碼
100,6213,聯茂,TWSE,電子零組件業,等回測或確認,57.9,100,325,327.5,47.94,25.62,4.64,47.16,179.33,0.87,79.46,5.6,0.92,11,-8,9,15,328,934,26,1735,-1818,-5613,27007,-26,626,4336,8020,4,1,203450000,-1099,-139,17.91,1624,-1144,-8420,17768,1665,-1346,-9811,17050,48.13,-4.64,-17.41,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
101,6789,采鈺,TWSE,半導體業,等回測或確認,57.9,100,526,482,15.55,9.04,22.83,15.27,482.54,1.5,113.12,8.85,0.57,9,0,1,1,3,5,0,222,591,903,1463,-1,-1,-207,-228,2,3,-526000,61,43,3.86,88,247,740,1031,224,532,1068,1520,51.94,1.53,2.53,當下除權息調整價未守20日EMA；估值高且成長不足以支撐
102,4585,達明,TWSE,其他電子業,等回測或確認,57.6,100,324,303.75,41.88,11.7,5.4,11.23,441.99,0.65,245.45,4.93,0.31,2,0,0,0,0,0,0,61,21,167,121,0,0,0,0,0,0,0,-33,54,0.42,76,60,147,168,67,54,114,92,53.5,2.68,1.89,當下除權息調整價未守20日EMA
103,1714,和桐,TWSE,化學工業,等回測或確認,57.5,100,16.2,15.33,73.41,58.4,6.87,29.31,345.88,0.23,25.31,1.25,1.11,1,0,0,0,0,3,0,1139,-5836,-68148,-58159,0,0,0,3,0,0,0,-667,-1483,18.16,1306,-7382,-65636,-58043,1191,-5170,-66665,-58220,46.54,-7.35,-8.73,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
104,2363,矽統,TWSE,半導體業,等回測或確認,57.5,100,63,56.85,74.8,99.91,7.2,9.18,298.04,0.17,37.06,1.59,0.95,2,0,0,10,30,185,0,-1650,-3979,-22139,-4017,0,10,30,185,1,0,630000,-116,-1705,7.54,-1430,-2074,-21126,-5829,-1657,-3872,-20464,-4167,46.02,-4.28,-5.97,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
105,1232,大統益,TWSE,食品工業,等回測或確認,57.1,100,162,166.5,16.3,9.34,8.14,38.02,271.83,2.33,18.73,4.13,4.44,1,0,0,0,0,0,0,422,1045,1181,657,0,-1,-2,-2,0,1,-162000,8,8,3.01,415,1014,1289,927,420,1038,1175,642,79.02,9.38,11.34,短線過熱或乖離過大
106,1303,南亞,TWSE,塑膠工業,等回測或確認,57,100,221,199.25,31.79,15.98,5.45,38.16,147.43,1.8,95.67,4.57,0.36,22,48459,72710,87223,109579,207942,2578,-1226,-10014,-9684,66169,51813,99891,116333,208507,5,0,22075911000,7919,7644,33.08,-52735,-118336,-134306,-144950,-52646,-117823,-133659,-144893,73.51,25.03,21.43,外資持股5/10日下降，且外資5日賣超；短線過熱或乖離過大；高波動且5日漲幅過大；強勢上漲後盤中急跌反轉
107,2478,大毅,TWSE,電子零組件業,等回測或確認,57,100,158,142.5,35.76,15.27,13.1,29.06,276.11,1.14,42.59,3.1,1.27,2,0,12,23,248,248,23,-590,377,-520,4143,0,23,248,248,3,0,3634000,-34,-139,19.47,-391,534,-431,3009,-565,389,-628,4028,40.96,-15.69,-12.71,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
108,2401,凌陽,TWSE,半導體業,等回測或確認,56.9,100,30,27.73,35.25,19.54,7.83,25.17,398.66,-0.02,,2.15,,2,0,0,5,20,150,0,-942,-1111,-109,13014,0,5,20,150,1,0,150000,-717,-729,18.25,-696,-443,300,10933,-794,-400,599,12871,45.91,-4.69,-6.25,當下除權息調整價未守20日EMA
109,6197,佳必琪,TWSE,電子零組件業,等回測或確認,56.8,100,325.5,309.5,45.21,25.04,22.63,46.8,214.11,3.21,31.76,8.71,2.13,1,0,4,7,14,10,7,-228,-1522,-955,-2071,0,-57,-50,-55,2,1,-18553500,-85,3,5.7,-123,-595,-37,-1096,-203,-1379,-906,-1753,45.25,-5.36,-11.79,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
110,2369,菱生,TWSE,半導體業,等回測或確認,56.3,100,39.85,36.2,36.52,37.3,1.56,34.01,247.52,0.1,,3.08,,1,0,0,0,0,0,0,112,-3458,-9691,4073,0,0,0,0,0,0,0,-173,123,18.37,115,-3135,-9563,1776,240,-3285,-9813,3690,51.98,0.35,-6.67,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
111,3026,禾伸堂,TWSE,電子零組件業,等回測或確認,56.2,100,766,690,33.9,15.61,13.36,39.01,204.01,2.86,98.71,13.12,0.76,15,40,1200,2107,4263,4257,1849,1561,482,3835,7174,90,1084,9088,11264,4,1,830344000,-170,-871,15.26,2255,611,-2064,-917,1714,-434,-4385,-3195,47.32,-8.38,-19.62,當下除權息調整價未守20日EMA
112,2885,元大金,TWSE,金融保險業,等回測或確認,56.1,100,66.7,64.85,72.83,142.25,,91.67,,1.08,20.52,2.48,3.3,40,-1905,3916,4762,19098,-68587,719,-5074,-26080,-3172,-61928,-2510,-3902,5127,-84768,1,4,-260263400,4381,7766,26.68,-2229,-27985,-19702,9878,-3076,-26558,-16061,15200,53.45,0.03,-6.71,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
113,1326,台化,TWSE,塑膠工業,等回測或確認,55.8,100,68.9,66.75,11.59,10.79,3.82,29.29,188.37,1.07,459.33,1.08,0.87,6,0,54,87,1026,2787,87,-2376,-3003,-35419,-20785,-6,-29,901,2654,3,2,-1998100,886,-2004,37.6,-1930,-1936,-26613,-16769,-2579,-3861,-34319,-22501,63.5,12.14,6.49,外資持股5/10日下降，且外資5日賣超；估值高且成長不足以支撐
114,2881,富邦金,TWSE,金融保險業,等回測或確認,55.8,100,125,123.75,-53.65,466.35,,92.11,,2.4,17.19,1.91,3.4,34,411,588,42,-38073,-58241,144,-4730,519,14899,10108,111,-1235,-40704,-63005,3,2,-154375000,1677,2005,18.28,-3032,3528,69706,73256,-5084,79,53598,71606,52.23,-0.12,-0.79,當下除權息調整價未守20日EMA
115,3023,信邦,TWSE,電子零組件業,等回測或確認,55.7,100,315,310.5,17.59,8.75,11.53,45.52,189.46,3.6,24.67,4.32,3.17,15,-182,-77,-46,4479,8336,0,-164,-1105,-3374,-1705,-192,-190,3971,7973,2,2,-59850000,133,270,41.88,-118,-1363,-6801,-9020,6,-1050,-7616,-10085,47.47,-1.99,-1.41,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
116,4576,大銀微系統,TWSE,電機機械,等回測或確認,55.6,100,211,197,62.56,47.78,16.65,37.33,204.05,0.96,83.07,6.11,0.38,1,0,0,0,0,0,0,116,-156,-983,-1679,0,0,0,-747,0,0,0,-140,-128,5.75,747,783,276,-184,78,-16,-856,-848,48.88,-1.64,-4.31,當下除權息調整價未守20日EMA
117,1513,中興電,TWSE,電機機械,等回測或確認,55.3,100,167,161.25,8.31,3.48,18.54,55.13,111.04,1.94,20.29,3.83,3.59,13,-572,-434,-449,142,22844,18,-651,1417,2000,3806,-589,-709,-329,22250,0,5,-118403000,938,1380,9.89,-113,3178,3914,-13365,-72,1189,952,-18979,44.36,-2.84,-2.62,20日累積後5日轉為調節；ETF 1/3日已轉為減碼；投信5/10日持續且具金額意義的賣超；當下除權息調整價未守20日EMA
118,2379,瑞昱,TWSE,半導體業,等回測或確認,55.3,100,712,723.5,20.6,10.52,11.89,68.4,114.69,8.44,25.63,8.12,3.51,44,-1109,-701,4,3864,9555,16,-3,-1609,-2375,-3410,-1150,-354,3180,8812,3,2,-252048000,632,1077,45.84,1081,-2574,-6695,-13140,1077,-1887,-6633,-12972,45.91,-6.19,-12.85,ETF 1/3日已轉為減碼；外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA
119,8454,富邦媒,TWSE,數位雲端,等回測或確認,54.9,100,267.5,259,6.5,2.38,2.97,61.1,75.03,2.43,25.52,6.85,3.74,8,0,-13,6,-133,-1270,0,-96,144,-296,-1094,-1,2,-136,-1274,1,4,535000,-19,-22,11.52,-47,215,-163,437,-98,160,-141,262,43.25,-6.36,-1.29,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
120,1409,新纖,TWSE,紡織纖維,等回測或確認,54.7,100,26,24.48,13.44,9.32,,77.76,102.04,0.39,19.26,1,3.46,2,0,112,179,2133,2135,183,-905,-36601,-25211,-55200,-5,164,2111,2106,4,1,4264000,-307,-605,11.44,274,-31812,-20490,-44831,-1090,-36458,-26717,-53885,50.68,-3.22,-11.11,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
121,4551,智伸科,TWSE,汽車工業,等回測或確認,54.2,100,198,186.75,30.66,18.75,15.27,37.46,218.37,2.7,29.69,2.55,2.12,1,53,53,53,53,-6,-6,148,1201,752,2880,53,8,-664,-1434,1,1,1584000,-57,-32,58.65,21,1151,1316,4170,93,1250,1448,4304,66.05,19.19,30.26,主動ETF 5日轉為減碼；短線過熱或乖離過大；高波動且5日漲幅過大；強勢上漲後盤中急跌反轉
122,5880,合庫金,TWSE,金融保險業,等回測或確認,54.2,100,25.5,25.48,-8.4,16.98,,94.65,,0.36,18.21,1.41,4.12,17,61,1024,1890,4005,6917,0,6728,38780,67417,125889,-326,-459,-197,-1931,2,3,-11704500,1623,2317,16.35,6475,34019,52655,106239,6927,37617,65300,123464,71.55,2.73,1.59,投信5/10日持續且具金額意義的賣超
123,2481,強茂,TWSE,半導體業,等回測或確認,53.9,100,167,153.5,27.37,13.98,6.5,48.21,180.12,0.75,53.02,4.4,1.08,5,0,45,305,307,872,305,351,-3504,-3166,8871,0,-2492,-4864,-591,2,1,-416164000,-2769,-131,23.87,430,927,1011,8204,655,1756,1826,8915,45.16,-9.32,-21.04,當下除權息調整價未守20日EMA
124,2316,楠梓電,TWSE,電子零組件業,等回測或確認,53.7,100,177,160,27.83,30.96,-7.14,31.42,226.6,3.53,11.46,2.34,1.13,1,0,13,13,13,14,13,116,-1553,-2075,2927,0,13,13,186,1,0,2301000,-122,-85,35.51,345,-1433,-2611,591,102,-1444,-2003,2855,43,-9.94,-18.81,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
125,2501,國建,TWSE,建材營造,等回測或確認,53.5,100,22.9,22.63,-71.58,26.93,17.44,61.26,165.66,1.21,5.92,0.84,5.24,1,0,108,143,600,1112,143,1308,-3297,-8311,-6737,0,143,600,1112,4,0,3274700,-414,-418,12.22,1325,-3570,-7177,-6428,1286,-3026,-8492,-7416,47.27,-0.96,-3.98,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
126,6526,達發,TWSE,半導體業,等回測或確認,53.3,100,619,575,14.4,9.3,14.96,28.83,249.76,4.47,35.53,5.78,2.18,15,67,143,211,380,697,9,-215,-269,125,1111,67,239,418,734,5,0,147941000,-6,-75,7.17,-226,-435,-377,387,-268,-502,-219,587,41.98,-6.57,-5.64,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
127,6191,精成科,TWSE,電子零組件業,等回測或確認,53,100,93.5,88.8,10.28,30.15,8.21,55.15,136.26,1.59,14.56,1.69,2.78,5,0,0,0,11028,21119,0,-1770,-6069,460,9750,-2,-87,10943,21032,0,3,-8134500,-544,-404,3.63,245,-664,-6293,-11627,-1618,-5439,-10081,-11072,39.1,-7.16,-11.37,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
128,5285,界霖,TWSE,半導體業,等回測或確認,52.2,100,92.3,85.25,14.12,11.04,9.87,45.84,258.99,1,43.95,3.17,1.63,1,0,0,0,0,0,0,6,171,2703,280,0,0,0,0,0,0,0,67,103,7.69,-140,-170,2487,127,-19,103,2597,167,48.37,-3.23,-8.61,當下除權息調整價未守20日EMA
129,6166,凌華,TWSE,電腦及週邊設備業,等回測或確認,52.1,100,128,120.5,25.89,41.08,12.12,60.93,142.12,1.57,35.46,4.82,0.94,1,0,0,0,0,0,0,147,78,587,243,0,0,0,0,0,0,0,-37,-40,21.43,196,110,626,112,189,114,626,301,44.72,-4.52,-5.54,20日趨勢尚未上彎；當下除權息調整價未守20日EMA
130,2374,佳能,TWSE,光電業,等回測或確認,52,100,72,69.85,18.97,51.37,9.09,31.36,189.9,0.73,25.9,2.72,2.78,1,0,0,0,0,0,0,-541,-433,1552,-2288,-1,-3,-2,-3,0,3,-216000,-201,-275,4.63,-318,-391,1225,-466,-380,-231,1827,-1736,41.94,-3.92,-4,外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA
131,2634,漢翔,TWSE,航運業,等回測或確認,52,93,64.5,61.6,7.23,7.04,3.59,64.76,142.74,0.28,80.63,3.35,1.21,3,0,41,65,340,636,65,-6850,5089,7716,23922,-3,55,331,623,3,1,3547500,480,2578,4.36,-4921,3842,1519,11744,-5809,4555,4807,18917,67.1,11.69,8.22,估值高且成長不足以支撐
132,2493,揚博,TWSE,電子零組件業,等回測或確認,51.8,100,234.5,214.25,32.06,9.46,17.97,51.53,160.67,1.26,55.44,10.24,1.71,1,2,-6,9,25,30,0,468,2303,483,2407,2,-89,-73,-68,3,2,-20870500,-167,-111,7.65,355,2130,464,1694,491,2559,667,2712,45.72,-8.76,-13.15,當下除權息調整價未守20日EMA
133,2327,國巨*,TWSE,電子零組件業,等回測或確認,50.7,100,776,699,38.91,29.35,25.19,57.9,116.8,3.9,61.1,9.56,0.77,45,105,773,829,682,-8159,138,-2417,-16859,-15002,-25907,48,-8022,-10408,-4735,3,2,-6225072000,-1308,-5323,48.34,-7692,-9538,-1799,-17888,-2471,-7529,730,-14582,39.8,-13.98,-12.91,外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
134,6409,旭隼,TWSE,其他電子業,等回測或確認,50.7,100,1020,975.5,5.72,-8.79,18.11,42.09,188.74,4.46,29.22,8.66,3.63,13,2,-6,-14,1859,2919,0,-13,-742,54,1879,2,-15,1858,2921,1,4,-15300000,-11,-50,52.24,1,-800,-1813,-830,12,-716,-1754,-1004,49.86,-3.09,-10.53,累計營收負成長且當月改善不足；20日累積後5日轉為調節；投信20日買超後近5日轉賣；外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA
135,3450,聯鈞,TWSE,半導體業,等回測或確認,50.4,100,480,432,88.18,9.91,12.75,43,192,0.69,142.86,13.41,0.21,2,0,0,0,0,0,0,254,-1801,-1637,-1674,1,0,0,345,1,1,0,3,-169,16.63,458,-1357,-1196,-1419,271,-1804,-1467,-1537,45.46,-5.1,-5.88,外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
136,6271,同欣電,TWSE,半導體業,等回測或確認,49.8,100,224,203.75,10.56,1.65,13.96,23.83,258.7,1.89,33.23,1.77,1.34,5,0,-2,-2,212,1713,0,368,2004,-9646,2031,-308,-925,-667,3481,0,3,-207200000,-440,-1666,31.08,277,2762,-7456,-717,531,3367,-7315,-1172,43.71,-8.38,-12.16,20日累積後5日轉為調節；投信5/10日持續且具金額意義的賣超；當下除權息調整價未守20日EMA
